Date,BNM_OPR,MGS_3Y,MGS_5Y,MGS_10Y
2020-04-27,1.75,2.276,2.613,2.95
2020-04-28,1.75,2.248,2.582,2.916
2020-04-29,1.75,2.246,2.58,2.914
2020-04-30,1.75,2.243,2.578,2.912
2020-05-01,1.75,2.286,2.626,2.966
2020-05-04,1.75,2.279,2.619,2.959
2020-05-05,1.75,2.274,2.614,2.953
2020-05-06,1.75,2.281,2.622,2.963
2020-05-07,1.75,2.267,2.607,2.946
2020-05-08,1.75,2.313,2.658,3.004
2020-05-11,1.75,2.287,2.63,2.973
2020-05-12,1.75,2.289,2.633,2.976
2020-05-13,1.75,2.299,2.643,2.988
2020-05-14,1.75,2.297,2.642,2.987
2020-05-15,1.75,2.296,2.641,2.985
2020-05-18,1.75,2.285,2.628,2.972
2020-05-19,1.75,2.301,2.647,2.992
2020-05-20,1.75,2.318,2.666,3.014
2020-05-21,1.75,2.312,2.66,3.007
2020-05-22,1.75,2.315,2.663,3.011
2020-05-25,1.75,2.29,2.634,2.979
2020-05-26,1.75,2.283,2.627,2.971
2020-05-27,1.75,2.293,2.638,2.983
2020-05-28,1.75,2.294,2.639,2.984
2020-05-29,1.75,2.305,2.652,2.998
2020-06-01,1.75,2.27,2.612,2.954
2020-06-02,1.75,2.307,2.653,3.0
2020-06-03,1.75,2.285,2.628,2.971
2020-06-04,1.75,2.28,2.622,2.964
2020-06-05,1.75,2.27,2.611,2.952
2020-06-08,1.75,2.26,2.599,2.939
2020-06-09,1.75,2.287,2.63,2.972
2020-06-10,1.75,2.275,2.616,2.957
2020-06-11,1.75,2.256,2.594,2.932
2020-06-12,1.75,2.253,2.591,2.928
2020-06-15,1.75,2.262,2.6,2.938
2020-06-16,1.75,2.283,2.623,2.963
2020-06-17,1.75,2.257,2.594,2.93
2020-06-18,1.75,2.239,2.573,2.907
2020-06-19,1.75,2.251,2.586,2.922
2020-06-22,1.75,2.248,2.583,2.917
2020-06-23,1.75,2.216,2.546,2.877
2020-06-24,1.75,2.245,2.579,2.912
2020-06-25,1.75,2.241,2.573,2.906
2020-06-26,1.75,2.25,2.583,2.917
2020-06-29,1.75,2.261,2.596,2.931
2020-06-30,1.75,2.251,2.584,2.917
2020-07-01,1.75,2.232,2.563,2.893
2020-07-02,1.75,2.22,2.549,2.878
2020-07-03,1.75,2.263,2.597,2.932
2020-07-06,1.75,2.232,2.562,2.892
2020-07-07,1.75,2.231,2.561,2.891
2020-07-08,1.75,2.23,2.559,2.889
2020-07-09,1.75,2.232,2.562,2.892
2020-07-10,1.75,2.228,2.557,2.887
2020-07-13,1.75,2.223,2.552,2.881
2020-07-14,1.75,2.224,2.553,2.882
2020-07-15,1.75,2.231,2.561,2.891
2020-07-16,1.75,2.226,2.555,2.885
2020-07-17,1.75,2.225,2.555,2.885
2020-07-20,1.75,2.236,2.568,2.899
2020-07-21,1.75,2.234,2.565,2.897
2020-07-22,1.75,2.257,2.592,2.926
2020-07-23,1.75,2.209,2.538,2.867
2020-07-24,1.75,2.257,2.592,2.927
2020-07-27,1.75,2.261,2.597,2.934
2020-07-28,1.75,2.224,2.556,2.888
2020-07-29,1.75,2.248,2.583,2.919
2020-07-30,1.75,2.251,2.587,2.923
2020-07-31,1.75,2.242,2.577,2.913
2020-08-03,1.75,2.253,2.59,2.927
2020-08-04,1.75,2.252,2.59,2.928
2020-08-05,1.75,2.29,2.633,2.976
2020-08-06,1.75,2.284,2.626,2.969
2020-08-07,1.75,2.292,2.636,2.979
2020-08-10,1.75,2.289,2.633,2.977
2020-08-11,1.75,2.27,2.612,2.954
2020-08-12,1.75,2.281,2.625,2.968
2020-08-13,1.75,2.296,2.643,2.989
2020-08-14,1.75,2.279,2.624,2.968
2020-08-17,1.75,2.305,2.654,3.002
2020-08-18,1.75,2.297,2.645,2.992
2020-08-19,1.75,2.298,2.646,2.995
2020-08-20,1.75,2.314,2.664,3.015
2020-08-21,1.75,2.313,2.664,3.015
2020-08-24,1.75,2.306,2.656,3.006
2020-08-25,1.75,2.326,2.679,3.032
2020-08-26,1.75,2.301,2.651,3.001
2020-08-27,1.75,2.323,2.676,3.029
2020-08-28,1.75,2.324,2.677,3.031
2020-08-31,1.75,2.314,2.666,3.019
2020-09-01,1.75,2.322,2.676,3.029
2020-09-02,1.75,2.304,2.655,3.006
2020-09-03,1.75,2.33,2.685,3.039
2020-09-04,1.75,2.317,2.67,3.023
2020-09-07,1.75,2.313,2.665,3.017
2020-09-08,1.75,2.331,2.685,3.04
2020-09-09,1.75,2.309,2.66,3.012
2020-09-10,1.75,2.299,2.649,3.0
2020-09-11,1.75,2.296,2.646,2.995
2020-09-14,1.75,2.32,2.673,3.025
2020-09-15,1.75,2.296,2.645,2.994
2020-09-16,1.75,2.33,2.683,3.037
2020-09-17,1.75,2.282,2.629,2.976
2020-09-18,1.75,2.325,2.677,3.029
2020-09-21,1.75,2.304,2.653,3.003
2020-09-22,1.75,2.298,2.646,2.994
2020-09-23,1.75,2.289,2.636,2.983
2020-09-24,1.75,2.298,2.645,2.992
2020-09-25,1.75,2.289,2.635,2.981
2020-09-28,1.75,2.3,2.647,2.994
2020-09-29,1.75,2.285,2.63,2.974
2020-09-30,1.75,2.282,2.626,2.97
2020-10-01,1.75,2.273,2.615,2.958
2020-10-02,1.75,2.274,2.616,2.958
2020-10-05,1.75,2.275,2.617,2.959
2020-10-06,1.75,2.248,2.586,2.924
2020-10-07,1.75,2.249,2.587,2.925
2020-10-08,1.75,2.272,2.612,2.952
2020-10-09,1.75,2.262,2.601,2.94
2020-10-12,1.75,2.255,2.593,2.931
2020-10-13,1.75,2.256,2.593,2.931
2020-10-14,1.75,2.258,2.595,2.933
2020-10-15,1.75,2.245,2.581,2.917
2020-10-16,1.75,2.241,2.576,2.911
2020-10-19,1.75,2.251,2.587,2.923
2020-10-20,1.75,2.236,2.57,2.904
2020-10-21,1.75,2.252,2.588,2.924
2020-10-22,1.75,2.226,2.558,2.891
2020-10-23,1.75,2.258,2.595,2.932
2020-10-26,1.75,2.251,2.587,2.923
2020-10-27,1.75,2.249,2.585,2.92
2020-10-28,1.75,2.258,2.595,2.932
2020-10-29,1.75,2.267,2.605,2.944
2020-10-30,1.75,2.26,2.598,2.935
2020-11-02,1.75,2.228,2.561,2.895
2020-11-03,1.75,2.236,2.571,2.905
2020-11-04,1.75,2.246,2.582,2.918
2020-11-05,1.75,2.255,2.593,2.931
2020-11-06,1.75,2.264,2.603,2.942
2020-11-09,1.75,2.251,2.589,2.927
2020-11-10,1.75,2.265,2.605,2.944
2020-11-11,1.75,2.256,2.595,2.935
2020-11-12,1.75,2.261,2.601,2.941
2020-11-13,1.75,2.255,2.594,2.934
2020-11-16,1.75,2.264,2.605,2.946
2020-11-17,1.75,2.262,2.603,2.945
2020-11-18,1.75,2.27,2.613,2.955
2020-11-19,1.75,2.297,2.644,2.991
2020-11-20,1.75,2.277,2.621,2.966
2020-11-23,1.75,2.323,2.674,3.025
2020-11-24,1.75,2.301,2.65,2.998
2020-11-25,1.75,2.301,2.65,2.999
2020-11-26,1.75,2.291,2.64,2.988
2020-11-27,1.75,2.313,2.665,3.016
2020-11-30,1.75,2.301,2.651,3.002
2020-12-01,1.75,2.313,2.665,3.017
2020-12-02,1.75,2.345,2.701,3.057
2020-12-03,1.75,2.315,2.668,3.022
2020-12-04,1.75,2.333,2.688,3.044
2020-12-07,1.75,2.313,2.666,3.019
2020-12-08,1.75,2.323,2.678,3.033
2020-12-09,1.75,2.346,2.704,3.062
2020-12-10,1.75,2.319,2.674,3.029
2020-12-11,1.75,2.35,2.708,3.067
2020-12-14,1.75,2.337,2.695,3.052
2020-12-15,1.75,2.323,2.679,3.034
2020-12-16,1.75,2.338,2.695,3.053
2020-12-17,1.75,2.342,2.7,3.058
2020-12-18,1.75,2.338,2.695,3.053
2020-12-21,1.75,2.311,2.665,3.019
2020-12-22,1.75,2.32,2.676,3.031
2020-12-23,1.75,2.325,2.681,3.037
2020-12-24,1.75,2.326,2.682,3.038
2020-12-25,1.75,2.333,2.69,3.046
2020-12-28,1.75,2.326,2.682,3.037
2020-12-29,1.75,2.306,2.659,3.012
2020-12-30,1.75,2.325,2.679,3.034
2020-12-31,1.75,2.325,2.68,3.034
2021-01-01,1.75,2.322,2.676,3.03
2021-01-04,1.75,2.325,2.679,3.033
2021-01-05,1.75,2.32,2.673,3.026
2021-01-06,1.75,2.312,2.664,3.016
2021-01-07,1.75,2.303,2.653,3.003
2021-01-08,1.75,2.281,2.628,2.974
2021-01-11,1.75,2.302,2.652,3.001
2021-01-12,1.75,2.297,2.645,2.993
2021-01-13,1.75,2.294,2.642,2.989
2021-01-14,1.75,2.272,2.617,2.961
2021-01-15,1.75,2.271,2.615,2.959
2021-01-18,1.75,2.294,2.64,2.986
2021-01-19,1.75,2.278,2.621,2.965
2021-01-20,1.75,2.283,2.627,2.972
2021-01-21,1.75,2.273,2.615,2.958
2021-01-22,1.75,2.27,2.612,2.954
2021-01-25,1.75,2.278,2.621,2.963
2021-01-26,1.75,2.258,2.598,2.938
2021-01-27,1.75,2.264,2.604,2.944
2021-01-28,1.75,2.255,2.594,2.932
2021-01-29,1.75,2.253,2.592,2.93
2021-02-01,1.75,2.253,2.592,2.93
2021-02-02,1.75,2.258,2.597,2.936
2021-02-03,1.75,2.249,2.586,2.924
2021-02-04,1.75,2.269,2.609,2.949
2021-02-05,1.75,2.243,2.579,2.916
2021-02-08,1.75,2.251,2.589,2.926
2021-02-09,1.75,2.248,2.585,2.922
2021-02-10,1.75,2.271,2.611,2.951
2021-02-11,1.75,2.257,2.595,2.933
2021-02-12,1.75,2.268,2.607,2.947
2021-02-15,1.75,2.238,2.575,2.911
2021-02-16,1.75,2.261,2.6,2.94
2021-02-17,1.75,2.27,2.611,2.951
2021-02-18,1.75,2.262,2.602,2.942
2021-02-19,1.75,2.276,2.618,2.96
2021-02-22,1.75,2.259,2.6,2.94
2021-02-23,1.75,2.285,2.629,2.972
2021-02-24,1.75,2.299,2.644,2.99
2021-02-25,1.75,2.269,2.612,2.954
2021-02-26,1.75,2.271,2.614,2.958
2021-03-01,1.75,2.297,2.644,2.991
2021-03-02,1.75,2.302,2.65,2.997
2021-03-03,1.75,2.28,2.625,2.971
2021-03-04,1.75,2.285,2.631,2.977
2021-03-05,1.75,2.29,2.637,2.985
2021-03-08,1.75,2.28,2.627,2.974
2021-03-09,1.75,2.289,2.637,2.985
2021-03-10,1.75,2.291,2.64,2.989
2021-03-11,1.75,2.297,2.647,2.997
2021-03-12,1.75,2.309,2.661,3.013
2021-03-15,1.75,2.316,2.669,3.022
2021-03-16,1.75,2.334,2.69,3.046
2021-03-17,1.75,2.307,2.659,3.012
2021-03-18,1.75,2.333,2.689,3.046
2021-03-19,1.75,2.321,2.676,3.031
2021-03-22,1.75,2.325,2.681,3.037
2021-03-23,1.75,2.336,2.694,3.051
2021-03-24,1.75,2.316,2.672,3.027
2021-03-25,1.75,2.336,2.694,3.052
2021-03-26,1.75,2.335,2.693,3.051
2021-03-29,1.75,2.34,2.698,3.057
2021-03-30,1.75,2.338,2.697,3.055
2021-03-31,1.75,2.365,2.727,3.089
2021-04-01,1.75,2.328,2.685,3.043
2021-04-02,1.75,2.329,2.687,3.044
2021-04-05,1.75,2.328,2.685,3.042
2021-04-06,1.75,2.328,2.685,3.043
2021-04-07,1.75,2.326,2.683,3.04
2021-04-08,1.75,2.347,2.706,3.066
2021-04-09,1.75,2.348,2.708,3.067
2021-04-12,1.75,2.323,2.679,3.035
2021-04-13,1.75,2.318,2.673,3.028
2021-04-14,1.75,2.331,2.688,3.045
2021-04-15,1.75,2.317,2.671,3.026
2021-04-16,1.75,2.328,2.684,3.04
2021-04-19,1.75,2.321,2.675,3.03
2021-04-20,1.75,2.297,2.648,3.0
2021-04-21,1.75,2.331,2.686,3.041
2021-04-22,1.75,2.331,2.686,3.04
2021-04-23,1.75,2.299,2.649,2.999
2021-04-26,1.75,2.298,2.648,2.998
2021-04-27,1.75,2.303,2.653,3.003
2021-04-28,1.75,2.3,2.65,2.999
2021-04-29,1.75,2.301,2.65,2.999
2021-04-30,1.75,2.314,2.664,3.014
2021-05-03,1.75,2.285,2.631,2.977
2021-05-04,1.75,2.274,2.618,2.963
2021-05-05,1.75,2.264,2.607,2.949
2021-05-06,1.75,2.269,2.612,2.955
2021-05-07,1.75,2.274,2.618,2.961
2021-05-10,1.75,2.293,2.639,2.984
2021-05-11,1.75,2.263,2.605,2.946
2021-05-12,1.75,2.27,2.612,2.953
2021-05-13,1.75,2.265,2.606,2.947
2021-05-14,1.75,2.277,2.62,2.962
2021-05-17,1.75,2.292,2.636,2.979
2021-05-18,1.75,2.254,2.593,2.931
2021-05-19,1.75,2.253,2.592,2.93
2021-05-20,1.75,2.27,2.611,2.952
2021-05-21,1.75,2.265,2.606,2.946
2021-05-24,1.75,2.279,2.621,2.963
2021-05-25,1.75,2.264,2.604,2.943
2021-05-26,1.75,2.253,2.591,2.93
2021-05-27,1.75,2.265,2.605,2.945
2021-05-28,1.75,2.272,2.613,2.953
2021-05-31,1.75,2.269,2.61,2.951
2021-06-01,1.75,2.267,2.607,2.948
2021-06-02,1.75,2.275,2.617,2.959
2021-06-03,1.75,2.278,2.62,2.963
2021-06-04,1.75,2.282,2.626,2.969
2021-06-07,1.75,2.276,2.619,2.961
2021-06-08,1.75,2.268,2.611,2.953
2021-06-09,1.75,2.275,2.618,2.961
2021-06-10,1.75,2.29,2.636,2.981
2021-06-11,1.75,2.269,2.612,2.955
2021-06-14,1.75,2.286,2.632,2.978
2021-06-15,1.75,2.28,2.626,2.971
2021-06-16,1.75,2.288,2.635,2.982
2021-06-17,1.75,2.307,2.656,3.006
2021-06-18,1.75,2.297,2.646,2.995
2021-06-21,1.75,2.299,2.648,2.997
2021-06-22,1.75,2.285,2.633,2.981
2021-06-23,1.75,2.314,2.666,3.018
2021-06-24,1.75,2.316,2.669,3.021
2021-06-25,1.75,2.337,2.693,3.049
2021-06-28,1.75,2.311,2.664,3.017
2021-06-29,1.75,2.32,2.674,3.029
2021-06-30,1.75,2.323,2.678,3.034
2021-07-01,1.75,2.342,2.7,3.058
2021-07-02,1.75,2.324,2.68,3.036
2021-07-05,1.75,2.331,2.688,3.045
2021-07-06,1.75,2.337,2.695,3.053
2021-07-07,1.75,2.334,2.692,3.05
2021-07-08,1.75,2.328,2.686,3.043
2021-07-09,1.75,2.337,2.696,3.055
2021-07-12,1.75,2.349,2.709,3.07
2021-07-13,1.75,2.324,2.682,3.039
2021-07-14,1.75,2.339,2.698,3.058
2021-07-15,1.75,2.329,2.688,3.046
2021-07-16,1.75,2.352,2.713,3.074
2021-07-19,1.75,2.319,2.676,3.033
2021-07-20,1.75,2.33,2.689,3.047
2021-07-21,1.75,2.341,2.7,3.06
2021-07-22,1.75,2.354,2.715,3.076
2021-07-23,1.75,2.333,2.691,3.05
2021-07-26,1.75,2.326,2.683,3.04
2021-07-27,1.75,2.353,2.714,3.074
2021-07-28,1.75,2.311,2.666,3.021
2021-07-29,1.75,2.3,2.653,3.006
2021-07-30,1.75,2.329,2.686,3.042
2021-08-02,1.75,2.315,2.67,3.024
2021-08-03,1.75,2.306,2.659,3.012
2021-08-04,1.75,2.324,2.679,3.034
2021-08-05,1.75,2.316,2.669,3.022
2021-08-06,1.75,2.303,2.654,3.006
2021-08-09,1.75,2.291,2.641,2.99
2021-08-10,1.75,2.314,2.665,3.017
2021-08-11,1.75,2.308,2.658,3.009
2021-08-12,1.75,2.295,2.644,2.993
2021-08-13,1.75,2.315,2.666,3.017
2021-08-16,1.75,2.277,2.623,2.969
2021-08-17,1.75,2.268,2.613,2.957
2021-08-18,1.75,2.275,2.62,2.965
2021-08-19,1.75,2.28,2.625,2.97
2021-08-20,1.75,2.281,2.625,2.97
2021-08-23,1.75,2.272,2.615,2.958
2021-08-24,1.75,2.276,2.62,2.963
2021-08-25,1.75,2.255,2.595,2.936
2021-08-26,1.75,2.285,2.629,2.973
2021-08-27,1.75,2.265,2.606,2.947
2021-08-30,1.75,2.277,2.62,2.962
2021-08-31,1.75,2.266,2.607,2.948
2021-09-01,1.75,2.267,2.607,2.948
2021-09-02,1.75,2.267,2.608,2.948
2021-09-03,1.75,2.265,2.605,2.945
2021-09-06,1.75,2.266,2.607,2.947
2021-09-07,1.75,2.274,2.616,2.957
2021-09-08,1.75,2.261,2.601,2.941
2021-09-09,1.75,2.267,2.608,2.949
2021-09-10,1.75,2.258,2.598,2.938
2021-09-13,1.75,2.278,2.62,2.962
2021-09-14,1.75,2.253,2.593,2.932
2021-09-15,1.75,2.285,2.628,2.971
2021-09-16,1.75,2.264,2.605,2.946
2021-09-17,1.75,2.249,2.589,2.928
2021-09-20,1.75,2.27,2.612,2.955
2021-09-21,1.75,2.263,2.604,2.946
2021-09-22,1.75,2.284,2.628,2.973
2021-09-23,1.75,2.268,2.611,2.954
2021-09-24,1.75,2.274,2.618,2.962
2021-09-27,1.75,2.259,2.602,2.944
2021-09-28,1.75,2.28,2.625,2.971
2021-09-29,1.75,2.259,2.602,2.946
2021-09-30,1.75,2.273,2.618,2.963
2021-10-01,1.75,2.304,2.654,3.003
2021-10-04,1.75,2.308,2.658,3.009
2021-10-05,1.75,2.307,2.658,3.008
2021-10-06,1.75,2.293,2.643,2.993
2021-10-07,1.75,2.308,2.659,3.011
2021-10-08,1.75,2.311,2.664,3.017
2021-10-11,1.75,2.301,2.652,3.004
2021-10-12,1.75,2.336,2.692,3.049
2021-10-13,1.75,2.331,2.687,3.044
2021-10-14,1.75,2.32,2.676,3.031
2021-10-15,1.75,2.326,2.682,3.039
2021-10-18,1.75,2.331,2.688,3.045
2021-10-19,1.75,2.306,2.66,3.015
2021-10-20,1.75,2.329,2.687,3.044
2021-10-21,1.75,2.326,2.683,3.041
2021-10-22,1.75,2.323,2.681,3.038
2021-10-25,1.75,2.333,2.692,3.051
2021-10-26,1.75,2.359,2.721,3.083
2021-10-27,1.75,2.346,2.707,3.067
2021-10-28,1.75,2.332,2.691,3.049
2021-10-29,1.75,2.346,2.706,3.067
2021-11-01,1.75,2.356,2.717,3.079
2021-11-02,1.75,2.35,2.71,3.071
2021-11-03,1.75,2.339,2.698,3.057
2021-11-04,1.75,2.329,2.687,3.045
2021-11-05,1.75,2.344,2.704,3.064
2021-11-08,1.75,2.339,2.698,3.057
2021-11-09,1.75,2.343,2.703,3.062
2021-11-10,1.75,2.338,2.697,3.055
2021-11-11,1.75,2.341,2.7,3.058
2021-11-12,1.75,2.32,2.675,3.031
2021-11-15,1.75,2.339,2.697,3.055
2021-11-16,1.75,2.323,2.679,3.034
2021-11-17,1.75,2.343,2.7,3.058
2021-11-18,1.75,2.307,2.659,3.012
2021-11-19,1.75,2.333,2.688,3.044
2021-11-22,1.75,2.311,2.663,3.016
2021-11-23,1.75,2.298,2.648,2.998
2021-11-24,1.75,2.296,2.646,2.996
2021-11-25,1.75,2.295,2.644,2.993
2021-11-26,1.75,2.301,2.65,2.999
2021-11-29,1.75,2.298,2.647,2.996
2021-11-30,1.75,2.282,2.628,2.975
2021-12-01,1.75,2.285,2.632,2.978
2021-12-02,1.75,2.308,2.657,3.006
2021-12-03,1.75,2.3,2.648,2.995
2021-12-06,1.75,2.282,2.627,2.972
2021-12-07,1.75,2.275,2.618,2.962
2021-12-08,1.75,2.273,2.616,2.959
2021-12-09,1.75,2.277,2.62,2.963
2021-12-10,1.75,2.255,2.595,2.935
2021-12-13,1.75,2.262,2.603,2.944
2021-12-14,1.75,2.244,2.582,2.92
2021-12-15,1.75,2.267,2.608,2.949
2021-12-16,1.75,2.269,2.61,2.951
2021-12-17,1.75,2.255,2.594,2.933
2021-12-20,1.75,2.279,2.621,2.963
2021-12-21,1.75,2.245,2.583,2.921
2021-12-22,1.75,2.242,2.579,2.917
2021-12-23,1.75,2.262,2.602,2.943
2021-12-24,1.75,2.273,2.614,2.956
2021-12-27,1.75,2.281,2.624,2.966
2021-12-28,1.75,2.256,2.596,2.936
2021-12-29,1.75,2.276,2.618,2.961
2021-12-30,1.75,2.264,2.605,2.946
2021-12-31,1.75,2.264,2.606,2.947
2022-01-03,1.75,2.279,2.622,2.966
2022-01-04,1.75,2.279,2.622,2.966
2022-01-05,1.75,2.254,2.595,2.936
2022-01-06,1.75,2.293,2.64,2.986
2022-01-07,1.75,2.295,2.642,2.988
2022-01-10,1.75,2.274,2.618,2.963
2022-01-11,1.75,2.289,2.636,2.983
2022-01-12,1.75,2.294,2.641,2.989
2022-01-13,1.75,2.294,2.642,2.99
2022-01-14,1.75,2.288,2.635,2.983
2022-01-17,1.75,2.289,2.638,2.986
2022-01-18,1.75,2.301,2.651,3.001
2022-01-19,1.75,2.318,2.671,3.024
2022-01-20,1.75,2.314,2.667,3.019
2022-01-21,1.75,2.306,2.658,3.01
2022-01-24,1.75,2.323,2.678,3.032
2022-01-25,1.75,2.283,2.633,2.983
2022-01-26,1.75,2.334,2.69,3.047
2022-01-27,1.75,2.302,2.655,3.008
2022-01-28,1.75,2.321,2.677,3.032
2022-01-31,1.75,2.314,2.67,3.025
2022-02-01,1.75,2.314,2.67,3.026
2022-02-02,1.75,2.346,2.706,3.065
2022-02-03,1.75,2.328,2.686,3.044
2022-02-04,1.75,2.34,2.699,3.058
2022-02-07,1.75,2.336,2.695,3.054
2022-02-08,1.75,2.344,2.704,3.064
2022-02-09,1.75,2.34,2.699,3.059
2022-02-10,1.75,2.324,2.682,3.04
2022-02-11,1.75,2.351,2.713,3.074
2022-02-14,1.75,2.334,2.693,3.052
2022-02-15,1.75,2.321,2.678,3.035
2022-02-16,1.75,2.333,2.692,3.051
2022-02-17,1.75,2.356,2.717,3.079
2022-02-18,1.75,2.347,2.707,3.068
2022-02-21,1.75,2.331,2.689,3.048
2022-02-22,1.75,2.33,2.687,3.045
2022-02-23,1.75,2.328,2.685,3.043
2022-02-24,1.75,2.355,2.715,3.076
2022-02-25,1.75,2.332,2.689,3.047
2022-02-28,1.75,2.33,2.687,3.044
2022-03-01,1.75,2.335,2.692,3.049
2022-03-02,1.75,2.322,2.678,3.033
2022-03-03,1.75,2.313,2.667,3.021
2022-03-04,1.75,2.311,2.664,3.017
2022-03-07,1.75,2.31,2.662,3.014
2022-03-08,1.75,2.307,2.658,3.01
2022-03-09,1.75,2.313,2.665,3.017
2022-03-10,1.75,2.301,2.651,3.001
2022-03-11,1.75,2.306,2.656,3.007
2022-03-14,1.75,2.293,2.641,2.99
2022-03-15,1.75,2.292,2.639,2.987
2022-03-16,1.75,2.263,2.607,2.951
2022-03-17,1.75,2.295,2.643,2.99
2022-03-18,1.75,2.285,2.631,2.977
2022-03-21,1.75,2.29,2.636,2.982
2022-03-22,1.75,2.241,2.58,2.92
2022-03-23,1.75,2.298,2.644,2.991
2022-03-24,1.75,2.269,2.611,2.954
2022-03-25,1.75,2.282,2.626,2.969
2022-03-28,1.75,2.254,2.594,2.934
2022-03-29,1.75,2.272,2.614,2.956
2022-03-30,1.75,2.251,2.59,2.929
2022-03-31,1.75,2.255,2.594,2.934
2022-04-01,1.75,2.284,2.627,2.97
2022-04-04,1.75,2.258,2.598,2.938
2022-04-05,1.75,2.262,2.603,2.943
2022-04-06,1.75,2.27,2.611,2.953
2022-04-07,1.75,2.266,2.606,2.947
2022-04-08,1.75,2.262,2.602,2.942
2022-04-11,1.75,2.265,2.606,2.947
2022-04-12,1.75,2.291,2.635,2.979
2022-04-13,1.75,2.262,2.603,2.943
2022-04-14,1.75,2.267,2.608,2.95
2022-04-15,1.75,2.279,2.622,2.965
2022-04-18,1.75,2.281,2.625,2.969
2022-04-19,1.75,2.284,2.629,2.973
2022-04-20,1.75,2.28,2.624,2.968
2022-04-21,1.75,2.261,2.603,2.945
2022-04-22,1.75,2.297,2.644,2.991
2022-04-25,1.75,2.267,2.61,2.954
2022-04-26,1.75,2.287,2.634,2.98
2022-04-27,1.75,2.278,2.623,2.969
2022-04-28,1.75,2.289,2.636,2.984
2022-04-29,1.75,2.297,2.646,2.995
2022-05-02,2.75,3.799,4.049,4.248
2022-05-03,2.75,3.805,4.056,4.257
2022-05-04,2.75,3.824,4.078,4.282
2022-05-05,2.75,3.816,4.068,4.272
2022-05-06,2.75,3.812,4.065,4.269
2022-05-09,2.75,3.832,4.087,4.294
2022-05-10,2.75,3.839,4.096,4.305
2022-05-11,2.75,3.815,4.069,4.276
2022-05-12,2.75,3.842,4.099,4.311
2022-05-13,2.75,3.847,4.106,4.319
2022-05-16,2.75,3.84,4.098,4.311
2022-05-17,2.75,3.865,4.126,4.343
2022-05-18,2.75,3.851,4.111,4.326
2022-05-19,2.75,3.858,4.12,4.337
2022-05-20,2.75,3.859,4.12,4.338
2022-05-23,2.75,3.865,4.128,4.347
2022-05-24,2.75,3.855,4.117,4.336
2022-05-25,2.75,3.855,4.117,4.336
2022-05-26,2.75,3.894,4.162,4.387
2022-05-27,2.75,3.868,4.133,4.355
2022-05-30,2.75,3.87,4.134,4.357
2022-05-31,2.75,3.858,4.122,4.344
2022-06-01,2.75,3.879,4.146,4.371
2022-06-02,2.75,3.873,4.139,4.364
2022-06-03,2.75,3.911,4.182,4.412
2022-06-06,2.75,3.905,4.176,4.405
2022-06-07,2.75,3.887,4.155,4.382
2022-06-08,2.75,3.923,4.196,4.428
2022-06-09,2.75,3.909,4.18,4.411
2022-06-10,2.75,3.895,4.164,4.393
2022-06-13,2.75,3.869,4.135,4.361
2022-06-14,2.75,3.927,4.201,4.434
2022-06-15,2.75,3.883,4.151,4.379
2022-06-16,2.75,3.88,4.148,4.375
2022-06-17,2.75,3.912,4.183,4.415
2022-06-20,2.75,3.928,4.202,4.435
2022-06-21,2.75,3.915,4.187,4.418
2022-06-22,2.75,3.904,4.174,4.404
2022-06-23,2.75,3.903,4.173,4.403
2022-06-24,2.75,3.905,4.175,4.405
2022-06-27,2.75,3.902,4.172,4.401
2022-06-28,2.75,3.894,4.163,4.391
2022-06-29,2.75,3.89,4.158,4.385
2022-06-30,2.75,3.886,4.153,4.378
2022-07-01,2.75,3.875,4.14,4.364
2022-07-04,2.75,3.877,4.143,4.367
2022-07-05,2.75,3.857,4.12,4.341
2022-07-06,2.75,3.873,4.138,4.36
2022-07-07,2.75,3.859,4.122,4.342
2022-07-08,2.75,3.854,4.116,4.335
2022-07-11,2.75,3.866,4.129,4.348
2022-07-12,2.75,3.876,4.14,4.36
2022-07-13,2.75,3.867,4.129,4.347
2022-07-14,2.75,3.833,4.091,4.304
2022-07-15,2.75,3.835,4.093,4.306
2022-07-18,2.75,3.854,4.114,4.328
2022-07-19,2.75,3.826,4.082,4.292
2022-07-20,2.75,3.831,4.087,4.297
2022-07-21,2.75,3.835,4.092,4.301
2022-07-22,2.75,3.812,4.065,4.271
2022-07-25,2.75,3.82,4.074,4.28
2022-07-26,2.75,3.798,4.049,4.251
2022-07-27,2.75,3.802,4.053,4.255
2022-07-28,2.75,3.808,4.059,4.261
2022-07-29,2.75,3.78,4.027,4.225
2022-08-01,2.75,3.799,4.049,4.248
2022-08-02,2.75,3.789,4.037,4.233
2022-08-03,2.75,3.791,4.038,4.234
2022-08-04,2.75,3.782,4.028,4.222
2022-08-05,2.75,3.791,4.038,4.232
2022-08-08,2.75,3.771,4.015,4.206
2022-08-09,2.75,3.76,4.002,4.191
2022-08-10,2.75,3.762,4.004,4.192
2022-08-11,2.75,3.762,4.004,4.192
2022-08-12,2.75,3.752,3.992,4.178
2022-08-15,2.75,3.747,3.987,4.171
2022-08-16,2.75,3.734,3.972,4.154
2022-08-17,2.75,3.731,3.968,4.148
2022-08-18,2.75,3.718,3.953,4.131
2022-08-19,2.75,3.752,3.991,4.173
2022-08-22,2.75,3.713,3.946,4.123
2022-08-23,2.75,3.716,3.95,4.126
